age,monthly_income,employment_years,credit_score,existing_emi,loan_amount,loan_term_months,employment_type,city_tier,loan_approved
54,221047,8,801,26143,215301,12,Self-employed,Tier 1,1
45,40785,6,668,25705,670670,60,Salaried,Tier 2,1
27,228000,20,711,28363,1152020,48,Salaried,Tier 3,1
24,177741,14,747,30720,347180,84,Self-employed,Tier 1,1
28,112475,1,594,9972,1607474,24,Self-employed,Tier 1,1
40,20282,19,728,33351,1358762,60,Self-employed,Tier 2,1
49,183696,11,593,45487,1924330,48,Self-employed,Tier 2,0
30,197510,0,820,36145,732527,84,Salaried,Tier 3,1
54,238972,7,627,22412,888099,84,Self-employed,Tier 3,1
46,85534,4,727,24078,1717391,36,Self-employed,Tier 3,1
23,180777,14,552,22580,1181913,12,Salaried,Tier 2,1
26,187316,0,763,14855,1412188,36,Salaried,Tier 3,1
25,92964,0,623,36169,1171470,72,Salaried,Tier 3,0
25,186509,9,600,46404,496300,48,Salaried,Tier 1,0
43,226944,9,616,19569,637426,36,Self-employed,Tier 1,1
29,223950,20,642,48506,1383308,36,Self-employed,Tier 1,1
55,137006,14,725,25738,899333,84,Salaried,Tier 3,1
40,222054,16,694,6772,460887,48,Salaried,Tier 2,1
55,68583,5,556,24874,1093228,84,Salaried,Tier 1,0
38,56392,2,818,19731,1181614,24,Salaried,Tier 2,1
37,25461,12,553,10131,1523437,60,Self-employed,Tier 3,0
44,118123,15,687,788,1761573,72,Salaried,Tier 3,0
23,28516,7,780,16184,968164,72,Self-employed,Tier 1,1
52,228357,14,637,30897,419355,12,Salaried,Tier 2,1
55,166586,16,566,2889,843354,84,Self-employed,Tier 1,1
58,139251,16,601,9569,1716561,60,Self-employed,Tier 3,1
33,185340,12,683,21657,1274369,12,Self-employed,Tier 2,1
45,239558,16,760,10141,500472,72,Self-employed,Tier 1,1
29,249496,5,768,19656,826385,60,Salaried,Tier 3,1
24,185860,16,754,21618,953649,36,Self-employed,Tier 1,1
34,224821,15,760,11934,1954514,24,Salaried,Tier 2,1
57,210121,13,826,42537,250015,36,Self-employed,Tier 2,1
54,80493,12,573,23286,1222914,24,Self-employed,Tier 2,0
31,54027,5,553,7612,1126419,84,Salaried,Tier 2,0
23,111547,2,701,32069,1762982,48,Salaried,Tier 2,1
48,191921,13,808,16205,1056840,12,Self-employed,Tier 1,1
49,118127,13,717,27331,1031489,12,Self-employed,Tier 1,1
29,166930,14,725,13934,415208,48,Salaried,Tier 1,1
23,233234,7,840,10095,277997,60,Self-employed,Tier 1,1
45,97003,14,605,25958,1224993,48,Salaried,Tier 3,1
54,201467,12,657,37008,1215161,84,Salaried,Tier 3,1
32,57758,16,845,18706,604634,72,Salaried,Tier 1,1
29,72312,20,690,43516,269356,48,Self-employed,Tier 3,0
35,86670,2,704,38066,1483872,24,Self-employed,Tier 3,0
60,100279,5,811,31472,948201,72,Salaried,Tier 2,1
45,33434,4,822,34629,1725255,48,Salaried,Tier 1,1
25,213119,16,781,46910,534600,12,Salaried,Tier 3,1
31,196847,1,790,23004,1545318,36,Salaried,Tier 3,1
54,93769,14,807,20431,1958151,24,Self-employed,Tier 1,1
44,84677,4,798,40088,1921795,84,Salaried,Tier 2,1
35,101555,19,626,44135,870015,24,Self-employed,Tier 1,1
58,146379,5,729,38015,1242211,60,Salaried,Tier 2,1
28,234992,5,615,34502,227132,36,Self-employed,Tier 3,1
25,194806,17,720,31385,310609,24,Self-employed,Tier 2,1
46,119665,17,571,4663,696231,48,Self-employed,Tier 2,0
38,237575,3,656,38677,819822,24,Self-employed,Tier 1,1
26,189675,16,776,12818,739050,24,Self-employed,Tier 3,1
57,225780,13,765,22686,1471953,24,Salaried,Tier 1,1
33,230998,13,618,23977,275784,60,Salaried,Tier 1,1
48,86803,12,633,49832,64925,24,Self-employed,Tier 3,1
25,188404,6,652,40931,1840723,24,Salaried,Tier 1,1
33,109703,11,588,18454,1181760,60,Salaried,Tier 1,1
37,39312,14,562,13358,1699379,72,Salaried,Tier 2,0
60,242448,18,846,6668,249330,36,Salaried,Tier 1,1
52,233598,10,730,45784,710715,84,Salaried,Tier 3,1
49,193251,14,817,40769,1406789,72,Salaried,Tier 1,1
23,220514,11,562,9921,799695,12,Salaried,Tier 2,1
60,135961,2,669,34959,1199430,60,Self-employed,Tier 1,1
54,58379,16,606,32328,890903,60,Salaried,Tier 1,1
60,35297,2,589,8859,344849,24,Salaried,Tier 1,0
47,20011,18,677,23970,224981,24,Salaried,Tier 2,1
33,138234,19,722,8872,269678,84,Self-employed,Tier 3,1
53,62014,3,584,19230,178501,12,Self-employed,Tier 3,1
26,160810,2,808,26708,1214937,24,Salaried,Tier 2,1
44,112333,15,554,18847,1283387,48,Self-employed,Tier 2,0
39,196570,11,767,27105,257892,24,Self-employed,Tier 1,1
36,29120,7,560,4922,661561,24,Salaried,Tier 3,0
60,157839,16,666,4392,1383961,48,Self-employed,Tier 2,1
48,40852,6,733,13541,1519206,12,Salaried,Tier 3,1
53,97239,10,665,19551,100818,48,Self-employed,Tier 1,1
33,150001,17,711,19381,201967,60,Salaried,Tier 2,1
45,226559,0,616,47783,404451,48,Self-employed,Tier 3,1
56,109575,2,749,35995,1292057,36,Salaried,Tier 3,0
47,113040,3,580,22948,1547116,60,Salaried,Tier 1,1
58,166510,12,624,26728,1427640,24,Self-employed,Tier 2,1
27,197587,5,786,2024,496771,84,Salaried,Tier 3,1
25,23744,13,615,16713,168642,60,Salaried,Tier 1,1
51,232892,4,619,2486,1426173,12,Self-employed,Tier 3,1
43,191489,15,846,1155,859121,12,Salaried,Tier 1,1
30,156141,14,569,10082,245428,48,Salaried,Tier 3,1
52,60359,14,775,37245,1846947,60,Self-employed,Tier 3,1
50,168871,3,748,18569,451468,24,Salaried,Tier 1,1
59,116746,7,588,7086,867276,12,Self-employed,Tier 2,1
51,242834,15,694,2317,145687,72,Salaried,Tier 1,1
38,138906,15,594,36389,1597334,24,Self-employed,Tier 2,1
56,219260,3,640,4491,1908373,72,Self-employed,Tier 3,1
22,238931,12,787,15916,1759962,36,Salaried,Tier 3,1
34,25597,12,619,15248,1983311,72,Self-employed,Tier 1,1
33,65093,1,715,2511,340667,12,Salaried,Tier 1,1
49,186298,2,679,24226,564513,48,Salaried,Tier 2,1
32,221199,7,763,25025,1240130,36,Self-employed,Tier 2,1
59,132650,14,638,42314,162105,60,Salaried,Tier 2,1
22,240441,10,801,48380,1933896,24,Salaried,Tier 1,1
52,226434,8,621,7848,1736748,12,Self-employed,Tier 3,1
33,175489,6,714,14274,1729832,36,Salaried,Tier 1,1
47,167765,12,598,30958,1935118,36,Salaried,Tier 3,1
37,228746,1,601,35233,1844580,12,Self-employed,Tier 1,1
60,138956,7,838,16304,1492285,60,Salaried,Tier 1,1
51,133598,6,827,48437,1547986,60,Salaried,Tier 2,1
54,202233,11,663,11294,1704865,48,Self-employed,Tier 3,1
44,151241,18,788,26425,89767,84,Salaried,Tier 1,1
55,233164,6,682,3175,603838,72,Salaried,Tier 1,1
26,171124,9,823,40617,1622837,60,Self-employed,Tier 3,1
39,220921,15,715,45241,1243481,48,Salaried,Tier 1,1
50,222923,2,842,27775,1232618,72,Salaried,Tier 3,1
27,26036,9,792,9425,1721179,36,Self-employed,Tier 2,0
30,49778,5,687,26013,145494,12,Self-employed,Tier 2,0
52,176806,17,628,27928,1090016,60,Salaried,Tier 3,1
54,172245,17,719,44990,1750288,48,Salaried,Tier 2,1
48,179475,4,672,41212,950287,36,Self-employed,Tier 3,1
35,215393,20,725,8210,1181257,60,Salaried,Tier 1,1
50,220747,6,849,2759,1986497,24,Salaried,Tier 1,1
57,155416,1,631,16091,754537,84,Salaried,Tier 3,1
49,36800,10,636,2,966978,36,Self-employed,Tier 1,1
42,43372,12,774,40958,1350987,60,Salaried,Tier 2,1
24,79516,4,565,30160,766861,36,Salaried,Tier 1,0
40,38538,5,712,20707,603188,12,Self-employed,Tier 1,1
52,81918,13,647,15248,64126,12,Self-employed,Tier 3,1
56,164045,11,705,5773,1734062,84,Self-employed,Tier 2,1
24,89155,3,551,12786,1824626,12,Salaried,Tier 1,0
47,249312,5,718,15037,1841680,72,Salaried,Tier 1,1
37,77500,9,641,1885,391447,24,Self-employed,Tier 3,1
32,185647,17,730,39828,266651,12,Salaried,Tier 3,1
42,191333,14,780,16331,379205,24,Salaried,Tier 2,1
37,128659,7,850,40612,1590856,12,Salaried,Tier 1,1
30,45716,8,697,22495,66978,72,Salaried,Tier 3,1
21,152308,4,829,13450,1679208,36,Self-employed,Tier 3,1
42,164920,9,738,9491,1407368,60,Self-employed,Tier 3,1
46,20352,19,677,9268,1361775,60,Salaried,Tier 2,1
38,151004,5,556,27757,125582,12,Self-employed,Tier 3,1
34,94449,15,596,41907,1331035,60,Salaried,Tier 2,0
49,26556,2,602,6791,655502,12,Salaried,Tier 2,1
32,104836,9,736,39939,488092,12,Self-employed,Tier 1,1
56,154570,10,587,28314,1610155,84,Self-employed,Tier 1,0
55,225190,10,775,28583,797520,48,Salaried,Tier 2,1
32,68098,16,602,21550,1992962,48,Salaried,Tier 1,1
27,213458,3,773,93,1661589,84,Salaried,Tier 1,1
49,130169,3,703,35755,448471,48,Salaried,Tier 3,1
31,158641,16,597,45615,518163,24,Self-employed,Tier 1,1
53,144060,8,696,9967,889812,48,Self-employed,Tier 2,1
26,205954,18,613,16218,820008,12,Salaried,Tier 1,1
35,219465,4,731,43220,627621,72,Salaried,Tier 3,1
52,148544,5,674,8627,354603,72,Self-employed,Tier 2,1
31,18340,2,728,4947,952950,36,Salaried,Tier 1,1
43,193021,0,588,39419,1884774,48,Self-employed,Tier 2,0
46,100302,19,809,23178,348307,72,Salaried,Tier 1,1
54,211515,15,552,28876,1263619,48,Self-employed,Tier 3,1
54,240740,10,613,22908,1588563,36,Salaried,Tier 1,1
49,223099,12,578,35912,1819085,72,Salaried,Tier 2,1
24,18138,9,560,19971,1094654,12,Salaried,Tier 2,0
37,149430,2,646,32584,1445450,24,Self-employed,Tier 2,0
55,137619,8,752,49228,331620,84,Self-employed,Tier 1,1
33,224322,11,570,8959,1429300,84,Salaried,Tier 1,0
59,103376,13,588,28261,1350407,84,Salaried,Tier 1,1
35,117931,0,772,41065,942008,48,Salaried,Tier 3,1
49,179726,17,651,39462,398737,72,Salaried,Tier 3,1
49,174951,16,595,15835,774410,72,Self-employed,Tier 3,1
31,99532,8,615,19257,1305174,36,Self-employed,Tier 2,0
52,73778,8,640,3346,1596288,12,Self-employed,Tier 2,0
22,55772,9,713,30807,1994079,60,Salaried,Tier 2,0
34,76478,18,660,30418,1737696,72,Salaried,Tier 2,1
40,213425,14,672,11340,1499299,24,Self-employed,Tier 2,1
42,44762,4,742,33012,1562185,36,Salaried,Tier 1,1
31,162355,14,648,35393,717478,72,Self-employed,Tier 2,1
47,212994,19,840,36617,231601,72,Self-employed,Tier 1,1
23,188492,1,708,9597,118682,36,Self-employed,Tier 3,1
37,73568,12,652,25557,1321585,36,Self-employed,Tier 3,0
48,103090,15,830,7737,497392,48,Salaried,Tier 3,1
49,38219,14,592,46792,1345129,72,Self-employed,Tier 3,0
41,75169,9,633,44768,1452433,60,Salaried,Tier 3,1
36,249527,13,740,41101,1464780,24,Self-employed,Tier 2,1
57,92965,9,600,17276,709774,12,Self-employed,Tier 2,1
40,195912,13,759,7310,1181606,12,Self-employed,Tier 2,1
26,193767,8,675,35167,1218936,60,Self-employed,Tier 3,1
39,102754,13,618,37408,1970981,36,Salaried,Tier 3,1
25,95988,2,814,19344,709297,36,Salaried,Tier 1,1
23,207414,19,807,10391,1921739,36,Salaried,Tier 2,1
21,168023,15,737,10892,1054366,72,Salaried,Tier 3,1
58,150379,1,779,11197,744025,36,Self-employed,Tier 3,1
35,98388,9,738,13050,517726,36,Salaried,Tier 3,1
54,108768,2,559,36142,1604473,72,Salaried,Tier 1,0
55,53428,10,663,45679,985004,72,Self-employed,Tier 3,0
45,110021,10,625,41615,1212936,60,Salaried,Tier 1,1
44,136418,20,713,47553,1362470,48,Salaried,Tier 1,1
32,224846,20,634,43728,639306,72,Salaried,Tier 2,1
38,188047,12,598,13535,1092960,24,Salaried,Tier 3,1
35,150212,6,726,41002,1495819,36,Self-employed,Tier 1,1
36,173914,16,767,43271,1863768,48,Self-employed,Tier 3,1
47,44421,1,738,5122,186817,12,Salaried,Tier 2,1
28,19708,11,779,9852,242803,60,Self-employed,Tier 2,1
45,152702,9,804,5387,1709848,48,Salaried,Tier 1,1
37,168667,17,785,31759,1992991,72,Salaried,Tier 2,1
49,94021,10,575,40399,864883,36,Salaried,Tier 2,0
28,177380,15,621,39994,405887,36,Self-employed,Tier 2,0
35,62789,16,810,37876,907906,36,Self-employed,Tier 3,1
47,204762,18,803,34878,1815472,48,Self-employed,Tier 3,1
27,44086,17,820,33725,1110726,36,Self-employed,Tier 1,1
23,34859,2,672,7146,849838,72,Self-employed,Tier 1,1
49,25684,20,693,560,1249429,48,Self-employed,Tier 2,1
44,109088,15,806,1312,1287065,36,Salaried,Tier 2,1
23,150279,5,693,18205,952479,12,Self-employed,Tier 1,1
40,64099,11,808,11595,1988165,12,Salaried,Tier 2,1
35,216568,10,596,22030,1641189,24,Salaried,Tier 1,1
45,84093,14,562,21329,249756,36,Self-employed,Tier 3,0
50,178761,14,757,38142,1979423,36,Salaried,Tier 2,1
34,66651,15,784,2651,1606339,48,Salaried,Tier 2,1
27,31893,9,698,10006,1827405,48,Salaried,Tier 2,1
37,246880,11,704,42701,67669,84,Self-employed,Tier 3,1
40,84418,12,715,48940,963817,36,Self-employed,Tier 3,0
56,143074,3,639,35645,384154,24,Salaried,Tier 2,1
29,121065,6,735,21966,1604775,36,Self-employed,Tier 1,1
58,148351,1,723,27846,257836,72,Salaried,Tier 3,1
42,209083,14,766,21774,1590866,48,Self-employed,Tier 2,1
22,56635,7,813,4083,182915,36,Salaried,Tier 2,1
44,205187,6,646,33513,246681,48,Salaried,Tier 3,1
28,113071,14,666,8749,625100,36,Self-employed,Tier 1,1
31,227477,13,748,30783,852491,60,Self-employed,Tier 2,1
33,221774,7,570,17325,1446989,48,Self-employed,Tier 1,1
37,96518,11,749,18680,827150,24,Self-employed,Tier 1,1
28,124233,12,797,17323,1270416,60,Self-employed,Tier 3,1
41,121651,10,825,22684,75395,72,Salaried,Tier 2,1
38,90805,16,813,34493,1380922,36,Salaried,Tier 2,1
50,208026,16,607,12213,980777,84,Salaried,Tier 1,1
38,177136,3,580,31831,1328283,72,Self-employed,Tier 3,1
51,140813,20,798,42296,821469,48,Self-employed,Tier 3,1
58,97063,7,642,46930,1826984,60,Salaried,Tier 3,0
52,20454,4,814,27713,274839,72,Salaried,Tier 1,1
31,38878,15,820,41621,1318458,24,Salaried,Tier 1,1
45,200170,3,643,7187,1726099,84,Salaried,Tier 2,1
53,211226,14,703,32800,1668374,48,Self-employed,Tier 3,1
58,162063,11,834,32583,1710809,60,Salaried,Tier 1,1
28,86344,4,629,47661,1341378,72,Self-employed,Tier 3,0
31,122946,15,841,14408,824456,60,Salaried,Tier 1,1
42,54593,13,633,22369,907081,60,Self-employed,Tier 2,1
44,54304,9,586,47928,943155,72,Self-employed,Tier 3,0
37,179458,6,781,3414,577169,12,Self-employed,Tier 1,1
32,204292,12,642,19510,882345,36,Self-employed,Tier 3,1
52,131613,19,651,12120,1734724,48,Salaried,Tier 1,1
35,218410,4,715,34311,921217,48,Salaried,Tier 1,1
36,243361,2,708,33039,508253,84,Salaried,Tier 1,1
42,170155,14,563,5295,1947465,84,Self-employed,Tier 3,0
48,36354,3,774,20460,216415,84,Salaried,Tier 1,1
40,40190,14,622,14963,1554181,48,Salaried,Tier 2,1
53,24142,13,798,11580,521466,60,Salaried,Tier 3,1
30,177470,19,640,22286,1238304,84,Self-employed,Tier 2,1
60,201043,18,765,27328,1366461,72,Self-employed,Tier 2,1
52,59862,12,639,19093,197733,36,Self-employed,Tier 3,0
53,247740,9,578,21605,1982099,24,Salaried,Tier 1,1
22,202482,20,769,45365,865122,48,Salaried,Tier 2,1
53,168575,4,764,44813,344977,72,Salaried,Tier 3,1
53,143438,19,770,46371,676854,36,Self-employed,Tier 1,1
33,66456,19,591,42705,1169816,36,Salaried,Tier 3,0
50,118167,5,684,47598,681186,12,Self-employed,Tier 3,1
53,100035,3,591,6722,1438431,72,Self-employed,Tier 3,0
33,26016,1,713,40969,1024645,48,Self-employed,Tier 1,1
46,20384,15,832,36912,259304,84,Self-employed,Tier 2,1
42,211392,17,607,38374,1924031,60,Salaried,Tier 2,1
59,164144,4,574,6766,1925217,84,Salaried,Tier 3,1
22,120239,3,622,49882,405734,36,Self-employed,Tier 3,1
58,129431,12,678,15928,1971620,36,Salaried,Tier 1,1
59,98018,18,636,21274,1179098,24,Self-employed,Tier 3,1
46,58510,1,702,34416,423798,84,Salaried,Tier 3,0
35,198005,12,731,20612,719800,12,Salaried,Tier 3,1
54,39826,10,674,34898,169107,36,Self-employed,Tier 2,0
60,86026,3,616,47160,451176,36,Self-employed,Tier 3,0
31,139668,19,555,29047,1121038,60,Self-employed,Tier 2,1
23,174590,19,674,43356,1093423,60,Self-employed,Tier 1,1
26,42045,14,602,37134,1902829,24,Salaried,Tier 1,0
29,199948,3,615,1506,470474,72,Self-employed,Tier 2,1
26,241518,8,631,15222,142889,24,Salaried,Tier 2,1
29,108102,6,636,12363,138952,24,Self-employed,Tier 2,1
59,69919,18,551,19613,767884,60,Salaried,Tier 2,0
51,117441,18,753,44563,465331,84,Self-employed,Tier 3,1
52,176175,5,699,30628,954498,84,Salaried,Tier 2,1
32,185260,5,842,42626,751793,84,Salaried,Tier 2,1
28,154917,19,652,45384,271576,72,Salaried,Tier 2,1
28,235770,14,573,4136,1055771,60,Self-employed,Tier 3,1
48,185746,14,761,46246,793681,12,Self-employed,Tier 3,1
40,136325,19,614,11161,548149,48,Self-employed,Tier 3,1
27,37337,8,758,35457,915796,48,Self-employed,Tier 1,1
31,171385,3,800,23574,906509,12,Salaried,Tier 3,1
40,176015,17,666,26902,352788,84,Salaried,Tier 2,1
36,95949,17,665,2810,374787,48,Salaried,Tier 3,1
24,18276,4,786,11663,1374031,72,Self-employed,Tier 3,1
26,69151,19,654,6152,1090725,60,Salaried,Tier 2,1
42,166683,10,808,12,304084,48,Salaried,Tier 3,1
46,161016,4,595,11162,179466,72,Self-employed,Tier 1,0
23,70887,3,765,22322,1129107,60,Self-employed,Tier 3,1
34,99442,11,850,7999,64588,72,Salaried,Tier 1,1
31,67847,1,573,7219,1934424,12,Self-employed,Tier 1,0
38,76653,12,584,5328,193452,24,Self-employed,Tier 1,1
32,235144,9,573,3621,1796581,12,Self-employed,Tier 2,0
43,74622,8,577,24256,1509610,48,Self-employed,Tier 3,0
32,45810,9,565,44433,1260505,60,Salaried,Tier 1,0
33,95842,6,608,11314,1644575,72,Salaried,Tier 1,0
45,140225,3,792,652,710457,48,Salaried,Tier 3,1
39,28503,18,756,16182,1782329,48,Salaried,Tier 2,0
56,102761,9,820,41580,1907084,24,Salaried,Tier 2,1
28,186048,2,798,36558,1444994,84,Self-employed,Tier 1,1
49,144439,20,816,15659,369753,48,Salaried,Tier 2,1
52,29590,18,742,34413,1783253,24,Salaried,Tier 3,1
38,159958,20,767,10435,1596557,60,Self-employed,Tier 2,1
26,161938,1,664,28067,1157056,60,Self-employed,Tier 3,1
38,84624,19,617,22258,843476,72,Self-employed,Tier 1,1
39,217971,9,848,28287,1038537,84,Salaried,Tier 3,1
42,181864,1,624,3688,824597,24,Self-employed,Tier 1,1
57,158836,1,652,7689,105486,12,Self-employed,Tier 3,1
52,138356,16,846,1379,1153738,60,Self-employed,Tier 3,1
23,235228,15,727,37011,784647,84,Salaried,Tier 2,1
48,60727,15,764,43005,79882,72,Self-employed,Tier 3,1
30,96471,13,588,27624,628366,12,Self-employed,Tier 1,1
55,26068,6,808,25964,895166,60,Salaried,Tier 3,1
49,134923,20,753,22891,1337256,60,Self-employed,Tier 1,1
35,156367,10,556,49098,1731594,72,Salaried,Tier 1,0
53,190232,0,598,38379,224898,72,Salaried,Tier 3,1
27,29390,10,575,12516,1448705,36,Self-employed,Tier 2,0
32,124752,20,710,13886,356172,48,Salaried,Tier 3,1
50,169203,3,725,20307,562871,48,Self-employed,Tier 3,1
41,112754,6,628,24843,673226,12,Self-employed,Tier 2,1
51,93969,14,551,46484,692607,48,Self-employed,Tier 1,0
44,164110,17,681,5912,606831,12,Self-employed,Tier 3,1
40,201399,11,825,21514,698567,84,Salaried,Tier 2,1
57,242790,16,666,21823,79362,60,Self-employed,Tier 2,1
24,95064,0,713,28797,470531,36,Self-employed,Tier 1,1
48,39281,10,837,6449,208818,36,Self-employed,Tier 2,1
40,72189,0,577,1725,453273,60,Salaried,Tier 1,0
44,66511,14,550,15870,1341297,72,Salaried,Tier 3,1
52,140115,20,737,9304,879347,24,Self-employed,Tier 2,1
56,26605,9,605,7522,988565,24,Salaried,Tier 3,1
54,118318,6,584,13663,1936378,48,Salaried,Tier 2,0
56,150453,1,661,4784,739517,72,Self-employed,Tier 2,1
22,215706,9,835,9472,423519,12,Self-employed,Tier 3,1
35,37810,3,585,28952,1240970,84,Self-employed,Tier 2,0
54,173394,11,766,10055,1692676,36,Self-employed,Tier 3,1
56,59869,18,629,29508,521058,48,Self-employed,Tier 3,1
26,50955,10,632,12676,870449,60,Salaried,Tier 1,0
59,79388,7,614,25192,893224,72,Self-employed,Tier 3,0
32,28207,17,677,24722,995246,36,Self-employed,Tier 1,0
23,236401,10,571,7446,1326784,12,Self-employed,Tier 3,1
38,216700,10,765,4725,1087904,12,Self-employed,Tier 2,1
60,177292,12,656,20061,1489918,24,Self-employed,Tier 3,1
41,233122,2,658,47537,1902637,48,Salaried,Tier 2,1
35,223157,11,730,22671,1751478,60,Self-employed,Tier 1,1
53,40031,2,713,1409,146950,36,Salaried,Tier 2,1
55,219793,9,617,8205,224942,84,Self-employed,Tier 3,0
46,98807,16,841,16365,1163405,12,Self-employed,Tier 2,1
28,89312,1,729,256,819890,36,Self-employed,Tier 1,1
56,77766,16,730,15704,1633452,60,Salaried,Tier 2,0
50,161521,15,718,29902,941712,36,Self-employed,Tier 2,1
43,107833,1,571,35758,546195,48,Self-employed,Tier 3,0
34,205771,19,615,1195,1401441,24,Self-employed,Tier 3,1
34,230325,5,570,34012,742505,36,Self-employed,Tier 2,1
22,129041,9,649,11415,322743,72,Self-employed,Tier 1,1
57,134185,9,849,39534,384738,24,Self-employed,Tier 2,1
25,195164,7,652,21686,525958,60,Self-employed,Tier 1,1
58,212743,0,596,11662,782790,24,Salaried,Tier 1,1
34,28350,12,588,48978,1756875,36,Self-employed,Tier 1,0
59,245230,8,834,28743,302856,36,Self-employed,Tier 2,1
45,118859,9,639,32161,334293,72,Self-employed,Tier 1,1
40,86487,14,634,43081,771927,12,Salaried,Tier 2,0
22,166694,4,822,2402,1239856,72,Salaried,Tier 1,1
59,141853,15,737,49648,247170,36,Self-employed,Tier 1,1
26,219335,12,708,13275,1469754,84,Salaried,Tier 2,1
37,71117,19,792,28182,1279140,24,Self-employed,Tier 3,1
45,207466,17,622,14915,1119527,72,Self-employed,Tier 3,1
48,119084,10,598,909,229992,72,Salaried,Tier 2,1
22,41782,8,650,48574,621054,84,Self-employed,Tier 2,0
55,46454,15,551,372,1942022,84,Salaried,Tier 3,0
57,85904,1,793,22620,1257999,84,Salaried,Tier 3,1
25,147936,1,725,34112,527432,12,Salaried,Tier 3,1
21,164664,11,787,8515,1541178,36,Self-employed,Tier 2,1
60,171245,7,608,2431,661410,36,Self-employed,Tier 1,1
32,182276,8,648,21054,845740,60,Self-employed,Tier 2,1
56,184668,11,551,32624,895684,12,Self-employed,Tier 3,1
43,183396,8,792,10585,518361,60,Self-employed,Tier 1,1
51,140258,9,846,48230,1062535,60,Self-employed,Tier 2,1
31,129668,1,760,31958,1181787,60,Self-employed,Tier 3,1
30,210274,15,672,1695,1519856,48,Salaried,Tier 2,1
23,238472,19,778,34675,497095,60,Self-employed,Tier 1,1
34,142184,6,631,49932,1225110,72,Self-employed,Tier 3,0
36,179822,1,693,33787,583008,24,Self-employed,Tier 2,1
30,225184,0,689,44225,438348,72,Salaried,Tier 1,1
49,34566,18,578,1403,1534732,72,Salaried,Tier 1,1
30,156262,3,819,17810,654281,36,Salaried,Tier 2,1
32,237679,1,796,8855,1035979,48,Self-employed,Tier 1,1
50,56333,13,561,38636,359257,60,Salaried,Tier 3,0
21,139929,1,655,10839,885358,36,Salaried,Tier 1,1
25,229977,14,581,10,1529995,12,Self-employed,Tier 2,1
40,107571,11,623,39098,1842837,12,Self-employed,Tier 3,0
28,138263,4,720,47829,1648769,36,Self-employed,Tier 1,1
32,150661,19,618,9230,254580,24,Salaried,Tier 1,1
21,43235,6,850,40232,624673,36,Self-employed,Tier 3,1
40,18159,20,686,47514,1129229,36,Self-employed,Tier 3,0
48,161217,9,649,35771,1190441,48,Self-employed,Tier 1,1
57,229981,13,695,29256,1576512,12,Self-employed,Tier 3,1
57,180993,13,558,25651,700101,12,Self-employed,Tier 2,0
32,122859,4,611,32383,1244447,60,Self-employed,Tier 1,0
57,165309,17,734,39963,1814039,72,Salaried,Tier 2,1
48,125507,13,578,13662,298535,36,Self-employed,Tier 1,0
35,157316,1,663,13739,1637916,36,Salaried,Tier 2,1
26,32743,11,692,48356,187116,24,Salaried,Tier 2,1
40,246174,5,669,1789,200943,84,Self-employed,Tier 3,1
34,64101,3,719,19420,270375,84,Salaried,Tier 1,1
22,139534,12,706,23761,555935,12,Salaried,Tier 3,1
29,102227,3,809,40366,1644245,24,Salaried,Tier 3,1
57,248604,13,631,37606,1771210,48,Self-employed,Tier 1,1
40,205450,15,791,38640,817522,60,Salaried,Tier 2,1
46,89126,3,721,44135,1055344,24,Salaried,Tier 1,1
49,74071,0,780,37067,1878881,12,Salaried,Tier 1,1
21,220193,12,757,17357,395252,48,Salaried,Tier 1,1
55,92763,3,624,39851,1333596,36,Self-employed,Tier 3,0
26,242886,19,819,38262,99892,48,Self-employed,Tier 1,1
57,161309,17,663,11317,231593,72,Salaried,Tier 1,1
25,164721,5,611,21534,927933,24,Self-employed,Tier 1,1
53,186785,2,651,25734,789280,12,Self-employed,Tier 2,1
34,222535,12,759,35897,395535,24,Salaried,Tier 2,1
32,194481,15,804,32872,330064,36,Self-employed,Tier 2,1
40,197838,4,569,40201,1901710,84,Self-employed,Tier 2,0
44,64154,3,607,7689,1354792,36,Salaried,Tier 3,1
54,25016,20,661,3567,1070961,12,Salaried,Tier 3,1
45,228635,7,745,20732,1886902,72,Self-employed,Tier 1,1
49,197760,18,641,20774,1915993,60,Self-employed,Tier 3,1
59,107678,13,601,23195,1257935,48,Self-employed,Tier 2,1
51,130056,6,842,37412,833059,48,Self-employed,Tier 1,1
43,72238,13,557,47734,175702,36,Salaried,Tier 1,0
58,76608,5,849,44098,123527,24,Salaried,Tier 2,1
40,107081,11,647,22257,1245087,84,Salaried,Tier 2,1
43,180969,15,785,4394,965108,24,Salaried,Tier 2,1
36,68961,16,618,36302,799980,72,Salaried,Tier 3,0
28,217775,12,594,22228,878667,60,Self-employed,Tier 1,1
41,193829,13,686,12388,733019,24,Self-employed,Tier 2,1
21,44917,6,783,11319,337120,48,Salaried,Tier 1,0
28,171808,13,581,6475,1333887,84,Salaried,Tier 1,1
49,45990,14,838,31555,919075,24,Salaried,Tier 3,1
52,80551,11,675,18158,773225,84,Self-employed,Tier 1,1
58,207233,16,616,14728,1468351,60,Self-employed,Tier 2,1
25,228695,8,579,44774,773666,48,Self-employed,Tier 2,0
42,171512,14,663,29545,1679561,84,Salaried,Tier 1,1
54,184277,11,753,31100,644670,24,Salaried,Tier 1,1
21,98811,1,578,16150,853083,48,Salaried,Tier 3,0
